Actor1,Actor10,Actor2,Actor3,Actor4,Actor5,Actor6,Actor7,Actor8,Actor9,Actors,Awards,BoxOffice,Country,DVD,Director,Genre,Language,Metascore,Plot,Poster,Production,Rated,Ratings,Released,Response,Runtime,Title,Type,Website,Writer,Year,imdbID,imdbRating,imdbVotes
Audrey Hepburn,,George Peppard,Patricia Neal,,,,,,,"Audrey Hepburn, George Peppard, Patricia Neal",Won 2 Oscars. 12 wins & 13 nominations total,N/A,United States,N/A,Blake Edwards,"Comedy, Drama, Romance","English, Portuguese, French, Japanese",77,"After one of her frequent visits to Tiffany's--New York City's dazzling jewellery store--and the maximum security Sing-Sing prison for mobster Sally Tomato's weekly ""weather report"", Holly Golightly, Manhattan's elegant socialite, finds herself infatuated with her charming new neighbour, Paul Varjak. Stuck in a persistent creative rut, Paul, too, lets himself drawn into Holly's superficial world, of course, not because he likes the idea that he reminds her of her brother, but because, little by little, he succumbs to Holly's beguiling allure. Even though they don't openly admit it, the two reluctant lovers have a past that they struggle to keep at bay; nevertheless, are their well-hidden secrets powerful enough to keep them apart? After all, Paul and Holly are meant for each other. Will an early-morning breakfast at Tiffany's be the prelude to a breezy young love?",https://m.media-amazon.com/images/M/MV5BZmU1MzlmOTMtZTNmMC00ZTA3LTkzMWMtOTc1MWNlMjFiYjFlXkEyXkFqcGc@._V1_SX300.jpg,N/A,Approved,"[{'Source': 'Internet Movie Database', 'Value': '7.5/10'}, {'Source': 'Rotten Tomatoes', 'Value': '88%'}, {'Source': 'Metacritic', 'Value': '77/100'}]",6-Oct-61,TRUE,115 min,Breakfast at Tiffany's,movie,N/A,"Truman Capote, George Axelrod",1961,tt0054698,7.5,"202,632"
Kristen Wiig,,Maya Rudolph,Rose Byrne,,,,,,,"Kristen Wiig, Maya Rudolph, Rose Byrne",Nominated for 2 Oscars. 25 wins & 72 nominations total,"$169,106,725 ",United States,N/A,Paul Feig,Comedy,"English, Thai, Spanish, French",75,"Annie (Kristen Wiig), is a maid of honor whose life unravels as she leads her best friend, Lillian (Maya Rudolph), and a group of colorful bridesmaids (Rose Byrne, Melissa McCarthy, Wendi McLendon-Covey and Ellie Kemper) on a wild ride down the road to matrimony. Annie's life is a mess. But when she finds out her lifetime best friend is engaged, she simply must serve as Lillian's maid of honor. Though lovelorn and broke, Annie bluffs her way through the expensive and bizarre rituals. With one chance to get it perfect, she'll show Lillian and her bridesmaids just how far you'll go for someone you love.",https://m.media-amazon.com/images/M/MV5BMjAyOTMyMzUxNl5BMl5BanBnXkFtZTcwODI4MzE0NA@@._V1_SX300.jpg,N/A,R,"[{'Source': 'Internet Movie Database', 'Value': '6.8/10'}, {'Source': 'Rotten Tomatoes', 'Value': '89%'}, {'Source': 'Metacritic', 'Value': '75/100'}]",13-May-11,TRUE,125 min,Bridesmaids,movie,N/A,"Kristen Wiig, Annie Mumolo",2011,tt1478338,6.8,"322,995"
Kirsten Dunst,,Eliza Dushku,Jesse Bradford,,,,,,,"Kirsten Dunst, Eliza Dushku, Jesse Bradford",2 wins & 7 nominations total,"$68,379,000 ",United States,N/A,Peyton Reed,"Comedy, Romance, Sport",English,52,"The Toro cheerleading squad from Rancho Carne High School in San Diego has got spirit, spunk, sass and a killer routine that's sure to land them the national championship trophy for the sixth year in a row. But for newly-elected team captain Torrance, the Toros' road to total cheer glory takes a shady turn when she discovers that their perfectly-choreographed routines were in fact stolen from the Clovers, a hip-hop squad from East Compton, by the Toro's former captain. While the Toros scramble to come up with a new routine, the Clovers, led by squad captain Isis have their own problems - coming up with enough money to cover their travel expenses to the championships. With time running out and the pressure mounting, both captains drive their squads to the point of exhaustion: Torrance, hell bent on saving the Toros' reputation, and Isis more determined than ever to see that the Clovers finally get the recognition that they deserve. But only one team can bring home the title, so may the best moves win.",https://m.media-amazon.com/images/M/MV5BYTQ2NTFlNzQtMTEzMi00MzA1LWI5MjgtOGQwMTU5ZGVjY2YyXkEyXkFqcGc@._V1_SX300.jpg,N/A,PG-13,"[{'Source': 'Internet Movie Database', 'Value': '6.2/10'}, {'Source': 'Rotten Tomatoes', 'Value': '65%'}, {'Source': 'Metacritic', 'Value': '52/100'}]",25-Aug-00,TRUE,98 min,Bring It On,movie,N/A,Jessica Bendinger,2000,tt0204946,6.2,"112,721"
Humphrey Bogart,,Ingrid Bergman,Paul Henreid,,,,,,,"Humphrey Bogart, Ingrid Bergman, Paul Henreid",Won 3 Oscars. 18 wins & 12 nominations total,"$4,219,709 ",United States,N/A,Michael Curtiz,"Drama, Romance, War","English, French, German, Italian, Russian",100,"The story of Rick Blaine, a cynical world-weary ex-patriate who runs a nightclub in Casablanca, Morocco during the early stages of WWII. Despite the pressure he constantly receives from the local authorities, Rick's cafe has become a kind of haven for refugees seeking to obtain illicit letters that will help them escape to America. But when Ilsa, a former lover of Rick's, and her husband, show up to his cafe one day, Rick faces a tough challenge which will bring up unforeseen complications, heartbreak and ultimately an excruciating decision to make.",https://m.media-amazon.com/images/M/MV5BNWEzN2U1YTYtYTQyMS00NTVkLWE2NGQtZWFlMmM0MDNjMmRiXkEyXkFqcGc@._V1_SX300.jpg,N/A,PG,"[{'Source': 'Internet Movie Database', 'Value': '8.5/10'}, {'Source': 'Rotten Tomatoes', 'Value': '99%'}, {'Source': 'Metacritic', 'Value': '100/100'}]",23-Jan-43,TRUE,102 min,Casablanca,movie,N/A,"Philip G. Epstein, Julius J. Epstein, Howard Koch",1942,tt0034583,8.5,"648,700"
Daniel Craig,,Eva Green,Judi Dench,,,,,,,"Daniel Craig, Eva Green, Judi Dench",Won 1 BAFTA Award28 wins & 44 nominations total,"$167,445,960 ","United States, United Kingdom, Czech Republic, Germany, Bahamas, Italy",N/A,Martin Campbell,"Action, Adventure, Thriller","English, Serbian, German, Italian, French",80,"James Bond (Daniel Craig) goes on his first mission as a 00. Le Chiffre (Mads Mikkelsen) is a banker to the world's terrorists. He is participating in a poker game at Montenegro, where he must win back his money, in order to stay safe amongst the terrorist market. The boss of MI6, known simply as ""M"" (Dame Judi Dench) sends Bond, along with Vesper Lynd Eva Green) to attend this game and prevent Le Chiffre from winning. Bond, using help from Felix Leiter (Jeffrey Wright), Rene Mathis (Giancarlo Giannini), and having Vesper pose as his partner, enters the most important poker game in his already dangerous career. But if Bond defeats Le Chiffre, will he and Vesper Lynd remain safe?",https://m.media-amazon.com/images/M/MV5BMWQ1ZDM4NDktMWY0NC00MjcxLWJlMDMtNmE2MGVhYzRjMWQ0XkEyXkFqcGc@._V1_SX300.jpg,N/A,PG-13,"[{'Source': 'Internet Movie Database', 'Value': '8.0/10'}, {'Source': 'Rotten Tomatoes', 'Value': '94%'}, {'Source': 'Metacritic', 'Value': '80/100'}]",17-Nov-06,TRUE,144 min,Casino Royale,movie,N/A,"Neal Purvis, Robert Wade, Paul Haggis",2006,tt0381061,8,"733,930"
Mayumi Tanaka,,Keiko Yokozawa,Kotoe Hatsui,,,,,,,"Mayumi Tanaka, Keiko Yokozawa, Kotoe Hatsui",1 win total,"$523,664 ",Japan,N/A,Hayao Miyazaki,"Animation, Adventure, Family",Japanese,78,"A young boy stumbles into a mysterious girl who floats down from the sky. The girl, Sheeta, was chased by pirates, army and government secret agents. In saving her life, they begin a high flying adventure that goes through all sorts of flying machines, eventually searching for Sheeta's identity in a floating castle of a lost civilization.",https://m.media-amazon.com/images/M/MV5BZjcyMjg2MzktNjg4YS00MjQzLTg0YWQtMjUyZDk2Y2Y0YzZjXkEyXkFqcGc@._V1_SX300.jpg,N/A,PG,"[{'Source': 'Internet Movie Database', 'Value': '8.0/10'}, {'Source': 'Rotten Tomatoes', 'Value': '96%'}, {'Source': 'Metacritic', 'Value': '78/100'}]",19-Jul-91,TRUE,124 min,Castle in the Sky,movie,N/A,"Hayao Miyazaki, Jonathan Swift",1986,tt0092067,8,"196,191"
Leonardo DiCaprio,,Tom Hanks,Christopher Walken,,,,,,,"Leonardo DiCaprio, Tom Hanks, Christopher Walken",Nominated for 2 Oscars. 16 wins & 46 nominations total,"$164,615,351 ","United States, Canada",N/A,Steven Spielberg,"Biography, Crime, Drama","English, French",75,"A true story about Frank Abagnale Jr. who, before his 19th birthday, successfully conned millions of dollars worth of checks as a Pan Am pilot, doctor, and legal prosecutor. An FBI agent makes it his mission to put him behind bars. But Frank not only eludes capture, he revels in the pursuit.",https://m.media-amazon.com/images/M/MV5BMTY5MzYzNjc5NV5BMl5BanBnXkFtZTYwNTUyNTc2._V1_SX300.jpg,N/A,PG-13,"[{'Source': 'Internet Movie Database', 'Value': '8.1/10'}, {'Source': 'Rotten Tomatoes', 'Value': '96%'}, {'Source': 'Metacritic', 'Value': '75/100'}]",25-Dec-02,TRUE,141 min,Catch Me If You Can,movie,N/A,"Frank Abagnale Jr., Stan Redding, Jeff Nathanson",2002,tt0264464,8.1,"1,207,125"
Scott Bakula,,Jasmine Guy,Natalie Cole,,,,,,,"Scott Bakula, Jasmine Guy, Natalie Cole",3 wins & 13 nominations total,"$3,566,637 ",United States,N/A,Mark Dindal,"Animation, Comedy, Family",English,62,"Danny is a cat leaving his small town home for the big time in Hollywood. He comes in hoping to sing and dance his way into stardom, not knowing that animals can only be extras, and if he forgets his place, child starlet Darla Dimple and her musclehead butler Max have ways of reminding him.",https://m.media-amazon.com/images/M/MV5BMjc0ZGRlZjgtZmJhNi00NzhkLWI0MmItNWNjZmI3YzkzNzkwXkEyXkFqcGc@._V1_SX300.jpg,N/A,G,"[{'Source': 'Internet Movie Database', 'Value': '6.9/10'}, {'Source': 'Rotten Tomatoes', 'Value': '73%'}, {'Source': 'Metacritic', 'Value': '62/100'}]",26-Mar-97,TRUE,75 min,Cats Don't Dance,movie,N/A,"Rick Calabash, Robert Lence, Mark Dindal",1997,tt0118829,6.9,"9,089"
Renée Zellweger,,Catherine Zeta-Jones,Richard Gere,,,,,,,"Renée Zellweger, Catherine Zeta-Jones, Richard Gere",Won 6 Oscars. 60 wins & 129 nominations total,"$170,687,518 ","United States, Germany, Canada",N/A,Rob Marshall,"Comedy, Crime, Musical","English, Hungarian",81,Murderesses Velma Kelly (Catherine Zeta-Jones) (a chanteuse and tease who killed her husband and sister after finding them in bed together) and Roxie Hart (Renée Zellweger) (who killed her boyfriend when she discovered he wasn't going to make her a star) find themselves on death row together and fight for the fame that will keep them from the gallows in 1920s Chicago.,https://m.media-amazon.com/images/M/MV5BNmJmZDEyNTctOTM1MS00NWEwLWFkMjctMjhhODEzMjU1MjA0XkEyXkFqcGc@._V1_SX300.jpg,N/A,PG-13,"[{'Source': 'Internet Movie Database', 'Value': '7.2/10'}, {'Source': 'Rotten Tomatoes', 'Value': '87%'}, {'Source': 'Metacritic', 'Value': '81/100'}]",24-Jan-03,TRUE,113 min,Chicago,movie,N/A,"Bill Condon, Bob Fosse, Fred Ebb",2002,tt0299658,7.2,"255,013"
Alicia Silverstone,,Stacey Dash,Brittany Murphy,,,,,,,"Alicia Silverstone, Stacey Dash, Brittany Murphy",6 wins & 12 nominations total,"$56,631,572 ",United States,N/A,Amy Heckerling,"Comedy, Romance","English, Spanish",73,"Cher, a high school student in Beverly Hills, must survive the ups and downs of adolescent life. Her external demeanor at first seems superficial, but rather it hides her wit, charm, and intelligence which help her to deal with relationships, friends, family, school, and the all-important teenage social life.",https://m.media-amazon.com/images/M/MV5BMTgwYjQ1NDktOTcwNi00MWZhLTliYWQtZDg5NjZhY2U5ZTNlXkEyXkFqcGc@._V1_SX300.jpg,N/A,PG-13,"[{'Source': 'Internet Movie Database', 'Value': '6.9/10'}, {'Source': 'Metacritic', 'Value': '73/100'}]",19-Jul-95,TRUE,97 min,Clueless,movie,N/A,Amy Heckerling,1995,tt0112697,6.9,"273,832"
Jason Statham,,Joan Allen,Tyrese Gibson,,,,,,,"Jason Statham, Joan Allen, Tyrese Gibson",1 win & 5 nominations total,"$36,316,032 ","United Kingdom, Germany, United States",N/A,Paul W.S. Anderson,"Action, Sci-Fi, Thriller",English,43,"In 2012, amid economic chaos and high unemployment, Americans watch by the millions as criminals with life sentences race armored cars on Terminal Island. Two-thirds of the combatants die but the winner may earn his freedom. On the day he loses his job, steelworker Jensen Ames is arrested for his wife's murder. Sent to Terminal Island, he's offered an out by the steely and manipulative Warden Hennessey - race as the popular mask-wearing (but now dead) champion, Frankenstein, or rot in prison. Jensen makes the bargain. As the three-stage race approaches, he realizes that the whole thing may be a set up - can an anonymous man behind a mask get revenge and win his release?",https://m.media-amazon.com/images/M/MV5BZjdlNmJjM2ItYjkwOS00NDMxLWFjM2QtNzcyZjJkYzEzYzQ5XkEyXkFqcGc@._V1_SX300.jpg,N/A,R,"[{'Source': 'Internet Movie Database', 'Value': '6.4/10'}, {'Source': 'Rotten Tomatoes', 'Value': '41%'}, {'Source': 'Metacritic', 'Value': '43/100'}]",22-Aug-08,TRUE,105 min,Death Race,movie,N/A,"Paul W.S. Anderson, Robert Thom, Charles B. Griffith",2008,tt0452608,6.4,"227,265"
Steve Carell,,Jason Segel,Russell Brand,,,,,,,"Steve Carell, Jason Segel, Russell Brand",Nominated for 1 BAFTA Award3 wins & 41 nominations total,"$251,683,815 ","United States, France",N/A,"Pierre Coffin, Chris Renaud","Animation, Adventure, Comedy",English,72,"In a happy suburban neighborhood surrounded by white picket fences with flowering rose bushes, sits a black house with a dead lawn. Unbeknownst to the neighbors, hidden beneath this house is a vast secret hideout. Surrounded by a small army of minions, we discover Gru (Steve Carell), planning the biggest heist in the history of the world. He is going to steal the moon. Gru delights in all things wicked. Armed with his arsenal of shrink rays, freeze rays, and battle-ready vehicles for land and air, he vanquishes all who stand in his way. Until the day he encounters the immense will of three little orphaned girls who look at him and see something that no one else has ever seen: a potential Dad. The world's greatest villain has just met his greatest challenge: three little girls named Margo (Miranda Cosgrove), Edith (Dana Gaier), and Agnes (Elsie Fisher).",https://m.media-amazon.com/images/M/MV5BMTY3NjY0MTQ0Nl5BMl5BanBnXkFtZTcwMzQ2MTc0Mw@@._V1_SX300.jpg,N/A,PG,"[{'Source': 'Internet Movie Database', 'Value': '7.6/10'}, {'Source': 'Rotten Tomatoes', 'Value': '80%'}, {'Source': 'Metacritic', 'Value': '72/100'}]",9-Jul-10,TRUE,95 min,Despicable Me,movie,N/A,"Cinco Paul, Ken Daurio, Sergio Pablos",2010,tt1323594,7.6,"624,710"
Sean Connery,,Jill St. John,Charles Gray,,,,,,,"Sean Connery, Jill St. John, Charles Gray",Nominated for 1 Oscar. 2 wins & 4 nominations total,"$43,819,547 ","United Kingdom, France, United States, Netherlands",N/A,Guy Hamilton,"Action, Adventure, Thriller","English, German",59,"James Bond's mission is to find out who has been smuggling diamonds, which are not re-appearing. He adopts another identity in the form of Peter Franks. He joins up with Tiffany Case, and acts as if he is smuggling the diamonds, but everyone is hungry for these diamonds. He also has to avoid Mr. Wint and Mr. Kidd, the dangerous couple who do not leave anyone in their way. Ernst Stavro Blofeld isn't out of the question. He may have changed his looks, but is he linked with the heist? And if he is, can Bond finally defeat his ultimate enemy.",https://m.media-amazon.com/images/M/MV5BMTEwMTdmOWQtNjA0NS00NTBmLTkxMjAtYWI0YjVlZTQ0NmMzXkEyXkFqcGc@._V1_SX300.jpg,N/A,PG,"[{'Source': 'Internet Movie Database', 'Value': '6.5/10'}, {'Source': 'Rotten Tomatoes', 'Value': '64%'}, {'Source': 'Metacritic', 'Value': '59/100'}]",17-Dec-71,TRUE,120 min,Diamonds Are Forever,movie,N/A,"Richard Maibaum, Tom Mankiewicz, Ian Fleming",1971,tt0066995,6.5,"121,483"
Pierce Brosnan,,Halle Berry,Rosamund Pike,,,,,,,"Pierce Brosnan, Halle Berry, Rosamund Pike",6 wins & 36 nominations total,"$160,942,139 ","United Kingdom, United States",N/A,Lee Tamahori,"Action, Adventure, Thriller","English, Korean, Cantonese, Spanish, German, Icelandic, Italian, Arabic",56,"Pierce Brosnan gives one last mission as James Bond 007. Starting off in North Korea, Bond is betrayed and captured. Fourteen months later, Bond is set free, but traded for Zao (Rick Yune) who was captured by MI6. When back in his world, Bond sets off to track down Zao. Bond gets caught up in yet another scheme which sends him to millionaire Gustav Graves (Toby Stephens). Another MI6 Agent known as Miranda Frost (Rosamund Pike) is also posing as a friend of Graves. Bond is invited to a presentation held by Graves about a satellite found in space which can project a huge laser beam. Bond must stop this madman with a fellow American Agent, known as Jinx Johnson (Halle Berry). While Bond tries to stop Graves and Zao, will he finally reveal who betrayed him?",https://m.media-amazon.com/images/M/MV5BNDZiYWFmOTQtMTQ5Yy00MzA3LWFlNzktZTVmMGQ1MDA4MjEyXkEyXkFqcGc@._V1_SX300.jpg,N/A,PG-13,"[{'Source': 'Internet Movie Database', 'Value': '6.1/10'}, {'Source': 'Rotten Tomatoes', 'Value': '56%'}, {'Source': 'Metacritic', 'Value': '56/100'}]",22-Nov-02,TRUE,133 min,Die Another Day,movie,N/A,"Ian Fleming, Neal Purvis, Robert Wade",2002,tt0246460,6.1,"236,957"
Ewan McGregor,,Rebecca Ferguson,Kyliegh Curran,,,,,,,"Ewan McGregor, Rebecca Ferguson, Kyliegh Curran",9 wins & 37 nominations total,"$31,581,712 ","Canada, United States",N/A,Mike Flanagan,"Drama, Fantasy, Horror","English, Persian",59,"On highways across America, a tribe of people called The True Knot travel in search of sustenance. They look harmless-mostly old, lots of polyester, and married to their RVs. But as Dan Torrance knows, and tween Abra Stone learns, The True Knot are quasi-immortal, living off the ""steam"" that children with the ""shining"" produce when they are slowly tortured to death. Haunted by the inhabitants of the Overlook Hotel where he spent one horrific childhood year, Dan has been drifting for decades, desperate to shed his father's legacy of despair, alcoholism, and violence. Finally, he settles in a New Hampshire town, an AA community that sustains him, and a job at a nursing home where his remnant ""shining"" power provides the crucial final comfort to the dying. Aided by a prescient cat, he becomes ""Doctor Sleep."" Then Dan meets the evanescent Abra Stone, and it is her spectacular gift, the brightest shining ever seen, that reignites Dan's own demons and summons him to a battle for Abra's soul and survival.",https://m.media-amazon.com/images/M/MV5BNGUyNTg0NWItODdkZS00YWY0LTljNjItMDYwMTI1ZmZkMjExXkEyXkFqcGc@._V1_SX300.jpg,N/A,R,"[{'Source': 'Internet Movie Database', 'Value': '7.3/10'}, {'Source': 'Rotten Tomatoes', 'Value': '78%'}, {'Source': 'Metacritic', 'Value': '59/100'}]",8-Nov-19,TRUE,152 min,Doctor Sleep,movie,N/A,"Mike Flanagan, Stephen King",2019,tt5606664,7.3,"233,552"
Ben Stiller,,Christine Taylor,Vince Vaughn,,,,,,,"Ben Stiller, Christine Taylor, Vince Vaughn",2 wins & 9 nominations total,"$114,326,736 ","Germany, United States",N/A,Rawson Marshall Thurber,"Comedy, Sport","English, German",55,"White Goodman (Ben Stiller) is the owner and founder of Globo Gym, and would love nothing more than owning Average Joe's Gymnasium. Peter LaFleur (Vince Vaughn) doesn't want to lose his gym to Goodman, but can't find a way to get $50,000 in time. Peter and his gang of gym buddies think of ways to raise money, finally settling on winning a dodge ball tournament. White Goodman retaliates by creating his own dodge ball team to finish off Peter. Peter's team doesn't do too well, until legendary ADAA champ Patches O'Houlihan (Rip Torn) turns up ready to train them.",https://m.media-amazon.com/images/M/MV5BMTIwMzE2MjM4MV5BMl5BanBnXkFtZTYwNjA1OTY3._V1_SX300.jpg,N/A,PG-13,"[{'Source': 'Internet Movie Database', 'Value': '6.7/10'}, {'Source': 'Rotten Tomatoes', 'Value': '72%'}, {'Source': 'Metacritic', 'Value': '55/100'}]",18-Jun-04,TRUE,92 min,Dodgeball: A True Underdog Story,movie,N/A,Rawson Marshall Thurber,2004,tt0364725,6.7,"280,557"
Jake Gyllenhaal,,Jena Malone,Mary McDonnell,,,,,,,"Jake Gyllenhaal, Jena Malone, Mary McDonnell",12 wins & 17 nominations total,"$1,478,493 ",United States,N/A,Richard Kelly,"Drama, Mystery, Sci-Fi",English,88,"Donnie Darko doesn't get along too well with his family, his teachers, and his classmates; but he does manage to find a sympathetic friend in Gretchen, who agrees to date him. He has a compassionate psychiatrist, who discovers hypnosis is the means to unlock hidden secrets. His other companion may not be a true ally. Donnie has a friend named Frank, a large bunny which only Donnie can see. When an engine falls off a plane and destroys his bedroom, Donnie is not there. Both the event, and Donnie's escape, seem to have been caused by supernatural events.",https://m.media-amazon.com/images/M/MV5BMWE3NTYzZmEtM2U5MS00MDZhLTk2ZTQtZTgzNjg0ZGQ5ZjM0XkEyXkFqcGc@._V1_SX300.jpg,N/A,R,"[{'Source': 'Internet Movie Database', 'Value': '8.0/10'}, {'Source': 'Rotten Tomatoes', 'Value': '88%'}, {'Source': 'Metacritic', 'Value': '88/100'}]",19-Jan-01,TRUE,113 min,Donnie Darko,movie,N/A,Richard Kelly,2001,tt0246578,8,"894,255"
Sean Connery,,Ursula Andress,Bernard Lee,,,,,,,"Sean Connery, Ursula Andress, Bernard Lee",5 wins & 4 nominations total,"$16,067,035 ","United Kingdom, United States, Jamaica",N/A,Terence Young,"Action, Adventure, Thriller","English, French, Italian",78,"James Bond 007 is Britain's top agent, and is on an exciting mission, to solve the mysterious murder of a fellow agent. The task sends him to Jamaica, where he joins forces with Quarrel and a loyal C.I.A. Agent, Felix Leiter. While dodging tarantulas, ""fire breathing dragons"", and a trio of assassins, known as ""the three blind mice"". Bond meets up with the beautiful Honey Ryder and goes face to face with the evil Dr. No.",https://m.media-amazon.com/images/M/MV5BM2Q0ODAxYTgtN2E3My00Yzc2LWI2NDUtOGU0YzgzYzM4OWMwXkEyXkFqcGc@._V1_SX300.jpg,N/A,PG,"[{'Source': 'Internet Movie Database', 'Value': '7.2/10'}, {'Source': 'Rotten Tomatoes', 'Value': '95%'}, {'Source': 'Metacritic', 'Value': '78/100'}]",10-Oct-62,TRUE,110 min,Dr. No,movie,N/A,"Richard Maibaum, Johanna Harwood, Berkely Mather",1962,tt0055928,7.2,"190,988"
Matt Damon,,Jodie Foster,Sharlto Copley,,,,,,,"Matt Damon, Jodie Foster, Sharlto Copley",1 win & 10 nominations total,"$93,050,117 ","United States, Canada, South Africa, Mexico",N/A,Neill Blomkamp,"Action, Drama, Sci-Fi","English, Spanish, French, Afrikaans",61,"In the year 2154, two classes of people exist: the very wealthy, who live on a pristine man-made space station called Elysium, and the rest, who live on an overpopulated, ruined Earth. Secretary Delacourt, a government official, will stop at nothing to enforce anti-immigration laws and preserve the luxurious lifestyle of the citizens of Elysium. That doesn't stop the people of Earth from trying to get in by any means they can. When unlucky Max is backed into a corner, he agrees to take on a daunting mission that, if successful, will not only save his life but could bring equality to these polarized worlds.",https://m.media-amazon.com/images/M/MV5BNDc2NjU0MTcwNV5BMl5BanBnXkFtZTcwMjg4MDg2OQ@@._V1_SX300.jpg,N/A,R,"[{'Source': 'Internet Movie Database', 'Value': '6.6/10'}, {'Source': 'Rotten Tomatoes', 'Value': '64%'}, {'Source': 'Metacritic', 'Value': '61/100'}]",9-Aug-13,TRUE,109 min,Elysium,movie,N/A,Neill Blomkamp,2013,tt1535108,6.6,"487,934"
Julia Roberts,,Albert Finney,David Brisbin,,,,,,,"Julia Roberts, Albert Finney, David Brisbin",Won 1 Oscar. 33 wins & 59 nominations total,"$125,595,205 ",United States,N/A,Steven Soderbergh,"Biography, Drama",English,73,"Erin Brockovich-Ellis is an unemployed single mother, desperate to find a job, but is having no luck. This losing streak even extends to a failed lawsuit against a doctor in a car accident she was in. With no alternative, she successfully browbeats her lawyer to give her a job in compensation for the loss. While no one takes her seriously, with her trashy clothes and earthy manners, that soon changes when she begins to investigate a suspicious real estate case involving the Pacific Gas &amp; Electric Company. What she discovers is that the company is trying quietly to buy land that was contaminated by hexavalent chromium, a deadly toxic waste that the company is improperly and illegally dumping and, in turn, poisoning the residents in the area. As she digs deeper, Erin finds herself leading point in a series of events that would involve her law firm in one of the biggest class action lawsuits in American history against a multi-billion dollar corporation.",https://m.media-amazon.com/images/M/MV5BZTNkNzkzYTEtYTJkMC00MTNkLWE0YjMtOGYxNGI0ODNiMzIwXkEyXkFqcGc@._V1_SX300.jpg,N/A,R,"[{'Source': 'Internet Movie Database', 'Value': '7.5/10'}, {'Source': 'Rotten Tomatoes', 'Value': '85%'}, {'Source': 'Metacritic', 'Value': '73/100'}]",17-Mar-00,TRUE,131 min,Erin Brockovich,movie,N/A,Susannah Grant,2000,tt0195685,7.5,"241,800"
Eddie Redmayne,,Katherine Waterston,Alison Sudol,,,,,,,"Eddie Redmayne, Katherine Waterston, Alison Sudol",Won 1 Oscar. 15 wins & 54 nominations total,"$234,037,575 ","United Kingdom, United States, Canada",N/A,David Yates,"Adventure, Family, Fantasy","English, Central Khmer",66,"In mid-1920s New York, Newt Scamander, a British young activist wizard, arrives in the city, holding a mysterious leather suitcase that shelters diverse and magical creatures that exist among us. Amid an already fragile equilibrium of secrecy, and the increasing disasters ascribed to the dark wizard, Gellert Grindelwald, Newt's precious suitcase goes missing, and to make matters worse, several creatures manage to escape. Before long, this unforeseen complication catches Senior Auror Percival Graves' attention who targets Newt, against the backdrop of an invisible, devastating, and utterly unpredictable menace that still wreaks havoc on 5th Avenue. In the end, is there a hidden agenda behind Graves' intentions? Moreover, what will happen to the remaining fantastic beasts that are still on the loose?",https://m.media-amazon.com/images/M/MV5BMjMxOTM1OTI4MV5BMl5BanBnXkFtZTgwODE5OTYxMDI@._V1_SX300.jpg,N/A,PG-13,"[{'Source': 'Internet Movie Database', 'Value': '7.2/10'}, {'Source': 'Rotten Tomatoes', 'Value': '74%'}, {'Source': 'Metacritic', 'Value': '66/100'}]",18-Nov-16,TRUE,132 min,Fantastic Beasts and Where to Find Them,movie,N/A,J.K. Rowling,2016,tt3183660,7.2,"535,192"
